complete_game,earned_runs,hbp,hits,hits_per_nine,homeruns,hr_per_nine,innings_pitched,left_on_base,pitcher_age,pitchers_used,runs,so_per_nine,so_walk,strikeouts,team,walks,walks_per_nine,whip,year
40,725,20,1538,9.7,152,1.0,1428.1,1194,25.7,15,822,4.9,1.24,771,TOR,623,3.9,1.513,1977.0
29,653,42,1404,8.8,132,0.8,1440.1,1190,28.2,18,750,5.3,1.36,848,ATL,624,3.9,1.408,1978.0
65,566,15,1340,8.4,107,0.7,1429.0,1036,26.8,15,633,4.7,1.48,754,BAL,509,3.2,1.294,1978.0
57,579,35,1530,9.4,137,0.8,1472.2,1199,29.2,14,657,4.3,1.52,706,BOS,464,2.8,1.354,1978.0
44,590,32,1382,8.5,125,0.8,1455.2,1190,26.6,13,666,5.5,1.49,892,CAL,599,3.7,1.361,1978.0
24,655,33,1475,9.1,125,0.8,1455.1,1174,27.5,14,724,4.7,1.42,768,CHC,539,3.3,1.384,1978.0
38,660,43,1380,8.8,128,0.8,1409.1,1128,28.5,15,731,4.5,1.21,710,CHW,586,3.7,1.395,1978.0
16,613,21,1437,8.9,122,0.8,1448.1,1199,28.3,14,688,5.6,1.60,908,CIN,567,3.5,1.384,1978.0
36,621,28,1397,8.9,100,0.6,1407.1,1152,27.1,14,694,4.7,1.30,739,CLE,568,3.6,1.396,1978.0
60,589,36,1441,8.9,135,0.8,1455.2,1130,27.1,17,653,4.2,1.36,684,DET,503,3.1,1.335,1978.0
48,581,31,1328,8.3,86,0.5,1440.1,1185,26.6,15,634,5.8,1.61,930,HOU,578,3.6,1.323,1978.0
53,550,34,1350,8.4,108,0.7,1439.0,1083,28.7,15,634,4.1,1.37,657,KCR,478,3.0,1.270,1978.0
46,499,23,1362,8.5,107,0.7,1440.1,1114,28.7,15,573,5.0,1.82,800,LAD,440,2.7,1.251,1978.0
62,583,41,1442,9.0,109,0.7,1436.0,1102,25.1,13,650,3.6,1.45,577,MIL,398,2.5,1.281,1978.0
48,599,33,1468,9.1,102,0.6,1459.2,1151,26.5,16,678,4.3,1.35,703,MIN,520,3.2,1.362,1978.0
42,550,29,1332,8.3,117,0.7,1446.0,1119,28.9,18,611,4.6,1.29,740,MON,572,3.6,1.317,1978.0
21,626,28,1447,8.9,114,0.7,1455.1,1109,27.5,16,690,4.8,1.46,775,NYM,531,3.3,1.359,1978.0
39,516,32,1321,8.1,111,0.7,1460.2,1099,28.3,17,582,5.0,1.71,817,NYY,478,2.9,1.232,1978.0
26,577,26,1401,8.8,106,0.7,1433.1,1181,25.3,15,690,4.7,1.29,750,OAK,582,3.7,1.383,1978.0
38,532,25,1343,8.4,118,0.7,1436.1,992,30.3,15,586,5.1,2.07,813,PHI,393,2.5,1.209,1978.0
30,548,33,1366,8.5,103,0.6,1444.2,1170,28.3,14,637,5.5,1.76,880,PIT,499,3.1,1.291,1978.0
21,522,12,1385,8.7,74,0.5,1433.2,1106,28.4,16,598,4.7,1.54,744,SDP,483,3.0,1.303,1978.0
28,737,41,1540,9.8,155,1.0,1419.1,1149,26.9,15,834,4.0,1.11,630,SEA,567,3.6,1.484,1978.0
42,534,22,1377,8.5,84,0.5,1455.0,1131,27.8,14,594,5.2,1.85,840,SFG,453,2.8,1.258,1978.0
32,572,31,1300,8.1,94,0.6,1437.2,1087,25.3,16,657,5.4,1.43,859,STL,600,3.8,1.322,1978.0
54,543,24,1431,8.8,108,0.7,1456.1,1083,29.0,13,632,4.8,1.84,776,TEX,421,2.6,1.272,1978.0
35,721,22,1529,9.6,149,0.9,1429.1,1192,25.9,14,775,4.8,1.23,758,TOR,614,3.9,1.499,1978.0
32,654,45,1496,9.6,132,0.8,1407.2,1163,28.9,17,763,5.0,1.58,779,ATL,494,3.2,1.414,1979.0
52,520,14,1279,8.0,133,0.8,1434.1,1012,27.5,12,582,4.9,1.68,786,BAL,467,2.9,1.217,1979.0
47,641,37,1487,9.4,133,0.8,1431.1,1115,28.4,14,711,4.6,1.58,731,BOS,463,2.9,1.362,1979.0
46,692,33,1463,9.2,131,0.8,1436.0,1137,27.5,15,768,5.1,1.43,820,CAL,573,3.6,1.418,1979.0
20,624,43,1500,9.3,127,0.8,1446.2,1184,27.7,14,707,5.8,1.79,933,CHC,521,3.2,1.397,1979.0
28,642,40,1365,8.7,114,0.7,1409.0,1142,25.5,22,748,4.3,1.09,675,CHW,618,3.9,1.407,1979.0
27,573,18,1415,8.8,103,0.6,1440.1,1118,28.5,14,644,4.8,1.59,773,CIN,485,3.0,1.319,1979.0
28,727,23,1502,9.4,138,0.9,1431.2,1136,26.7,14,805,4.9,1.37,781,CLE,570,3.6,1.447,1979.0
25,676,48,1429,9.0,167,1.1,1423.1,1103,26.3,17,738,5.1,1.47,802,DET,547,3.5,1.388,1979.0
55,514,24,1278,7.9,90,0.6,1447.2,1089,28.3,19,582,5.3,1.69,854,HOU,504,3.1,1.231,1979.0
42,716,28,1477,9.2,165,1.0,1448.1,1081,28.9,17,816,4.0,1.19,640,KCR,536,3.3,1.390,1979.0
30,614,27,1425,8.9,101,0.6,1444.0,1148,28.3,17,717,5.1,1.46,811,LAD,555,3.5,1.371,1979.0
61,645,20,1563,9.8,162,1.0,1439.2,1065,26.6,17,722,3.6,1.52,580,MIL,381,2.4,1.350,1979.0
31,663,15,1590,9.9,128,0.8,1444.1,1099,29.5,16,725,4.5,1.60,721,MIN,452,2.8,1.414,1979.0
33,505,23,1379,8.6,116,0.7,1447.1,1129,28.6,14,581,5.1,1.81,813,MON,450,2.8,1.264,1979.0
16,633,24,1486,9.0,120,0.7,1482.2,1203,26.5,20,706,5.0,1.35,819,NYM,607,3.7,1.412,1979.0
43,610,14,1446,9.1,123,0.8,1432.1,1032,31.0,19,672,4.6,1.61,731,NYY,455,2.9,1.327,1979.0
41,754,49,1606,10.1,147,0.9,1429.1,1288,25.3,13,860,4.6,1.11,726,OAK,654,4.1,1.581,1979.0
33,666,29,1455,9.1,135,0.8,1441.1,1044,28.3,17,718,4.9,1.65,787,PHI,477,3.0,1.340,1979.0
24,566,31,1424,8.6,125,0.8,1493.1,1149,29.7,14,643,5.4,1.79,904,PIT,504,3.0,1.291,1979.0
29,596,23,1438,8.9,108,0.7,1453.0,1120,29.1,13,681,4.8,1.52,779,SDP,513,3.2,1.343,1979.0
37,731,33,1567,9.8,165,1.0,1438.0,1180,25.5,17,820,4.6,1.29,736,SEA,571,3.6,1.487,1979.0
25,664,27,1484,9.3,143,0.9,1436.0,1200,28.3,16,751,5.5,1.53,880,SFG,577,3.6,1.435,1979.0
38,615,18,1449,8.8,127,0.8,1486.2,1102,26.4,16,693,4.8,1.57,788,STL,501,3.0,1.312,1979.0
26,617,28,1371,8.6,135,0.8,1437.0,1083,29.3,16,698,4.8,1.45,773,TEX,532,3.3,1.324,1979.0
44,759,40,1537,9.8,165,1.0,1417.0,1107,25.5,19,862,3.9,1.03,613,TOR,594,3.8,1.504,1979.0
29,598,26,1397,8.8,131,0.8,1428.0,1084,29.6,11,660,4.4,1.53,696,ATL,454,2.9,1.296,1980.0
42,591,21,1438,8.9,134,0.8,1460.0,1111,28.8,12,640,4.9,1.56,789,BAL,507,3.1,1.332,1980.0
30,701,31,1557,9.7,129,0.8,1441.1,1101,29.5,17,767,4.3,1.45,696,BOS,481,3.0,1.414,1980.0
22,717,39,1548,9.8,141,0.9,1428.1,1174,27.0,17,797,4.6,1.37,725,CAL,529,3.3,1.454,1980.0
13,639,28,1525,9.3,109,0.7,1479.0,1237,28.0,12,728,5.6,1.57,923,CHC,589,3.6,1.429,1980.0
32,625,39,1434,9.0,108,0.7,1435.1,1171,24.7,14,722,4.5,1.29,724,CHW,563,3.5,1.391,1980.0
30,624,13,1404,8.7,113,0.7,1459.1,1095,26.0,15,670,5.1,1.65,833,CIN,506,3.1,1.309,1980.0
35,743,32,1519,9.6,137,0.9,1428.0,1130,26.8,13,807,5.3,1.53,843,CLE,552,3.5,1.450,1980.0
40,693,27,1505,9.2,152,0.9,1467.1,1176,25.6,14,757,4.5,1.33,741,DET,558,3.4,1.406,1980.0
31,511,25,1367,8.3,69,0.4,1482.2,1123,30.1,13,589,5.6,1.99,929,HOU,466,2.8,1.236,1980.0
37,621,19,1496,9.2,129,0.8,1459.1,1130,29.1,15,694,3.8,1.32,614,KCR,465,2.9,1.344,1980.0
24,531,12,1358,8.3,105,0.6,1472.2,1108,28.2,13,591,5.1,1.74,835,LAD,480,2.9,1.248,1980.0
48,597,24,1530,9.5,137,0.9,1450.0,1118,27.3,15,682,3.6,1.37,575,MIL,420,2.6,1.345,1980.0
35,634,23,1502,9.3,120,0.7,1451.0,1065,28.7,14,724,4.6,1.59,744,MIN,468,2.9,1.358,1980.0
33,563,22,1447,8.9,100,0.6,1456.2,1161,28.9,16,629,5.1,1.79,823,MON,460,2.8,1.309,1980.0
17,621,21,1473,9.1,140,0.9,1451.1,1148,26.5,17,702,5.5,1.74,886,NYM,510,3.2,1.366,1980.0
29,583,22,1433,8.8,102,0.6,1464.1,1088,31.4,13,662,5.2,1.83,845,NYY,463,2.8,1.295,1980.0
94,566,31,1347,8.2,142,0.9,1471.2,1118,25.6,15,642,4.7,1.48,769,OAK,521,3.2,1.269,1980.0
25,564,20,1419,8.6,87,0.5,1480.0,1172,28.6,17,639,5.4,1.68,889,PHI,530,3.2,1.317,1980.0
25,580,27,1422,8.8,110,0.7,1458.1,1070,29.9,17,646,5.1,1.84,832,PIT,451,2.8,1.284,1980.0
19,595,12,1474,9.0,97,0.6,1466.1,1161,28.7,15,654,4.5,1.36,728,SDP,536,3.3,1.371,1980.0
31,709,27,1565,9.7,159,1.0,1457.1,1165,26.5,13,793,4.3,1.30,703,SEA,540,3.3,1.444,1980.0
27,556,30,1446,9.0,92,0.6,1448.1,1198,27.6,17,634,5.0,1.65,811,SFG,492,3.1,1.338,1980.0
34,632,21,1454,9.0,90,0.6,1447.0,1062,27.8,21,710,4.1,1.34,664,STL,495,3.1,1.347,1980.0
35,649,37,1561,9.7,119,0.7,1451.2,1198,31.0,20,752,5.5,1.71,890,TEX,519,3.2,1.433,1980.0
39,683,28,1523,9.3,135,0.8,1466.0,1209,26.0,16,762,4.3,1.11,705,TOR,635,3.9,1.472,1980.0
11,371,11,936,8.7,62,0.6,968.0,758,31.5,16,416,4.4,1.43,471,ATL,330,3.1,1.308,1981.0
25,386,14,923,8.8,83,0.8,940.0,713,29.3,12,437,4.7,1.41,489,BAL,347,3.3,1.351,1981.0
19,418,28,983,9.0,90,0.8,987.1,770,27.9,13,481,4.9,1.51,536,BOS,354,3.2,1.354,1981.0
27,399,21,958,8.9,81,0.8,971.1,722,30.0,16,453,3.9,1.32,426,CAL,323,3.0,1.319,1981.0
6,426,21,983,9.2,59,0.6,956.2,812,28.1,15,483,5.0,1.37,532,CHC,388,3.7,1.433,1981.0
20,363,24,891,8.5,73,0.7,940.2,719,25.4,14,423,5.1,1.57,529,CHW,336,3.2,1.304,1981.0
25,400,12,863,8.0,67,0.6,965.2,728,26.8,13,440,5.5,1.51,593,CIN,393,3.7,1.301,1981.0
33,401,10,989,9.6,67,0.6,931.0,768,28.3,12,442,5.5,1.83,569,CLE,311,3.0,1.396,1981.0
33,380,27,840,7.8,83,0.8,969.1,718,26.2,14,404,4.4,1.28,476,DET,373,3.5,1.251,1981.0
23,293,11,842,7.7,40,0.4,990.0,733,31.1,12,331,5.5,2.03,610,HOU,300,2.7,1.154,1981.0
24,365,20,909,8.9,75,0.7,922.1,706,28.8,13,405,3.9,1.48,404,KCR,273,2.7,1.282,1981.0
26,333,14,904,8.2,54,0.5,997.0,752,26.2,13,356,5.4,2.00,603,LAD,302,2.7,1.210,1981.0
11,428,11,994,9.1,72,0.7,986.0,764,29.1,16,459,4.1,1.27,448,MIL,352,3.2,1.365,1981.0
13,433,17,1021,9.4,79,0.7,979.2,805,27.2,14,486,4.6,1.33,500,MIN,376,3.5,1.426,1981.0
20,357,18,902,8.3,58,0.5,975.0,689,28.9,15,394,4.8,1.94,520,MON,268,2.5,1.200,1981.0
7,365,13,906,8.8,74,0.7,926.1,740,27.5,19,432,4.8,1.46,490,NYM,336,3.3,1.341,1981.0
16,305,10,827,7.9,64,0.6,948.0,685,30.2,16,343,5.8,2.11,606,NYY,287,2.7,1.175,1981.0
60,364,28,883,8.0,80,0.7,993.0,784,26.5,14,403,4.6,1.36,505,OAK,370,3.4,1.262,1981.0
19,432,14,967,9.1,72,0.7,960.1,733,30.3,14,472,5.4,1.67,580,PHI,347,3.3,1.368,1981.0
11,373,15,953,9.1,60,0.6,942.0,778,29.9,16,425,4.7,1.42,492,PIT,346,3.3,1.379,1981.0
9,414,17,1013,9.1,64,0.6,1002.0,836,27.6,14,455,4.4,1.19,492,SDP,414,3.7,1.424,1981.0
10,469,16,1039,9.4,76,0.7,997.1,761,26.8,15,521,4.3,1.33,478,SEA,360,3.2,1.403,1981.0
8,368,24,970,8.6,57,0.5,1009.1,860,29.1,13,414,5.0,1.43,561,SFG,393,3.5,1.350,1981.0
11,380,15,902,8.6,52,0.5,943.0,664,27.9,16,417,3.7,1.34,388,STL,290,2.8,1.264,1981.0
23,355,17,851,8.1,67,0.6,940.1,699,29.5,15,389,4.7,1.52,488,TEX,322,3.1,1.247,1981.0
20,404,36,908,8.6,72,0.7,953.1,763,25.8,14,466,4.3,1.20,451,TOR,377,3.6,1.348,1981.0
15,621,24,1484,9.1,126,0.8,1463.0,1115,29.4,17,702,5.0,1.62,813,ATL,502,3.1,1.357,1982.0
38,648,22,1436,8.8,147,0.9,1462.1,1111,29.5,13,687,4.4,1.47,719,BAL,488,3.0,1.316,1982.0
23,651,35,1557,9.6,155,1.0,1453.0,1174,28.2,14,713,5.1,1.71,816,BOS,478,3.0,1.401,1982.0
40,621,42,1436,8.8,124,0.8,1464.0,1096,31.8,17,670,4.5,1.51,728,CAL,482,3.0,1.310,1982.0
9,630,29,1510,9.4,125,0.8,1447.1,1131,29.9,15,709,4.8,1.69,764,CHC,452,2.8,1.356,1982.0
30,618,26,1502,9.4,99,0.6,1439.0,1119,27.5,16,710,4.7,1.64,753,CHW,460,2.9,1.363,1982.0
22,594,27,1414,8.7,105,0.6,1460.1,1178,27.2,14,661,6.2,1.75,998,CIN,570,3.5,1.359,1982.0
31,670,22,1433,8.8,122,0.7,1468.1,1154,27.4,16,748,5.4,1.50,882,CLE,589,3.6,1.377,1982.0
45,613,23,1371,8.5,172,1.1,1451.0,1077,26.7,17,685,4.6,1.34,740,DET,554,3.4,1.327,1982.0
37,549,33,1338,8.3,87,0.5,1446.2,1078,31.8,16,620,5.6,1.88,899,HOU,479,3.0,1.256,1982.0
16,649,26,1443,9.1,163,1.0,1431.0,1099,30.9,15,717,4.1,1.38,650,KCR,471,3.0,1.338,1982.0
37,539,22,1356,8.2,81,0.5,1488.1,1108,26.8,15,612,5.6,1.99,932,LAD,468,2.8,1.226,1982.0
34,649,21,1514,9.3,152,0.9,1467.1,1128,30.3,15,717,4.4,1.40,717,MIL,511,3.1,1.380,1982.0
26,752,12,1484,9.3,208,1.3,1433.0,1138,25.2,17,819,5.1,1.26,812,MIN,643,4.0,1.484,1982.0
34,538,22,1371,8.4,110,0.7,1460.2,1085,27.9,15,616,5.8,2.09,936,MON,448,2.8,1.245,1982.0
15,624,17,1508,9.4,119,0.7,1447.1,1206,27.5,18,723,4.7,1.30,759,NYM,582,3.6,1.444,1982.0
24,647,22,1471,9.1,113,0.7,1459.0,1127,29.0,17,716,5.8,1.91,939,NYY,491,3.0,1.345,1982.0
42,735,30,1506,9.3,177,1.1,1456.0,1243,26.9,17,819,4.3,1.08,697,OAK,648,4.0,1.479,1982.0
38,584,28,1395,8.6,86,0.5,1456.1,1080,31.9,16,654,6.2,2.12,1002,PHI,472,2.9,1.282,1982.0
19,621,29,1434,8.8,118,0.7,1466.2,1147,28.4,16,696,5.7,1.79,933,PIT,521,3.2,1.333,1982.0
20,578,27,1348,8.2,139,0.8,1476.0,1111,27.4,14,658,4.7,1.52,765,SDP,502,3.1,1.253,1982.0
23,636,25,1431,8.7,173,1.1,1476.1,1110,27.3,15,712,6.1,1.83,1002,SEA,547,3.3,1.340,1982.0
18,592,25,1507,9.3,109,0.7,1465.1,1149,27.4,15,687,5.0,1.74,810,SFG,466,2.9,1.346,1982.0
25,549,22,1420,8.7,94,0.6,1465.1,1137,28.7,14,609,4.2,1.37,689,STL,502,3.1,1.312,1982.0
32,681,41,1554,9.8,128,0.8,1431.0,1149,29.0,15,749,4.3,1.43,690,TEX,483,3.0,1.423,1982.0
41,633,25,1428,8.9,147,0.9,1443.2,1109,25.6,13,701,4.8,1.57,776,TOR,493,3.1,1.331,1982.0
18,588,23,1412,8.8,132,0.8,1440.2,1151,29.2,17,640,5.6,1.66,895,ATL,540,3.4,1.355,1983.0
36,585,10,1451,9.0,130,0.8,1452.1,1096,28.2,14,652,4.8,1.71,774,BAL,452,2.8,1.310,1983.0
29,697,31,1572,9.8,158,1.0,1446.1,1141,26.8,12,775,4.8,1.56,767,BOS,493,3.1,1.428,1983.0
39,706,30,1636,10.0,130,0.8,1474.0,1192,32.5,16,779,4.1,1.35,668,CAL,496,3.0,1.446,1983.0
9,647,25,1496,9.4,117,0.7,1428.2,1105,29.5,18,719,5.1,1.62,807,CHC,498,3.1,1.396,1983.0
35,589,33,1355,8.4,128,0.8,1445.1,1033,28.7,15,650,5.5,1.96,877,CHW,447,2.8,1.247,1983.0
34,638,20,1365,8.5,135,0.8,1441.1,1132,26.5,14,710,5.8,1.49,934,CIN,627,3.9,1.382,1983.0
34,710,31,1531,9.6,120,0.7,1441.2,1109,27.7,17,785,5.0,1.50,794,CLE,529,3.3,1.429,1983.0
42,613,29,1318,8.2,170,1.1,1451.0,1039,28.1,16,679,5.4,1.68,875,DET,522,3.2,1.268,1983.0
22,562,27,1276,7.8,94,0.6,1466.1,1072,30.4,13,646,5.5,1.59,904,HOU,570,3.5,1.259,1983.0
19,679,27,1535,9.6,133,0.8,1437.2,1130,32.2,18,767,3.7,1.26,593,KCR,471,2.9,1.395,1983.0
27,505,20,1336,8.2,97,0.6,1464.0,1131,27.1,16,609,6.1,2.02,1000,LAD,495,3.0,1.251,1983.0
35,650,28,1513,9.4,133,0.8,1454.0,1154,30.6,16,708,4.3,1.40,689,MIL,491,3.0,1.378,1983.0
20,745,35,1559,9.8,163,1.0,1437.1,1163,26.3,14,822,4.7,1.29,748,MIN,580,3.6,1.488,1983.0
38,585,33,1406,8.6,120,0.7,1471.0,1092,27.8,15,646,5.5,1.88,899,MON,479,2.9,1.281,1983.0
18,593,21,1384,8.6,97,0.6,1451.0,1148,29.2,15,680,4.4,1.17,717,NYM,615,3.8,1.378,1983.0
47,624,20,1449,9.0,116,0.7,1456.2,1092,28.5,16,703,5.5,1.96,892,NYY,455,2.8,1.307,1983.0
22,702,31,1462,9.0,135,0.8,1454.1,1195,26.9,22,782,4.4,1.15,719,OAK,626,3.9,1.436,1983.0
20,542,23,1429,8.8,111,0.7,1461.2,1148,30.3,18,635,6.7,2.35,1092,PHI,464,2.9,1.295,1983.0
25,577,18,1378,8.5,109,0.7,1462.1,1132,28.5,16,648,6.5,1.88,1061,PIT,563,3.5,1.327,1983.0
23,590,28,1389,8.5,144,0.9,1467.2,1123,27.4,18,653,5.2,1.61,850,SDP,528,3.2,1.306,1983.0
25,649,40,1455,9.2,145,0.9,1418.1,1099,27.2,15,740,5.8,1.67,910,SEA,544,3.5,1.409,1983.0
20,594,31,1431,8.9,127,0.8,1445.2,1172,27.8,16,697,5.5,1.69,881,SFG,520,3.2,1.350,1983.0
22,615,23,1479,9.1,115,0.7,1460.2,1140,27.7,18,710,4.4,1.35,709,STL,525,3.2,1.372,1983.0
43,540,38,1392,8.5,97,0.6,1466.2,1118,29.2,16,609,5.1,1.75,826,TEX,471,2.9,1.270,1983.0
43,662,42,1434,8.9,145,0.9,1445.1,1112,26.5,14,726,5.2,1.62,835,TOR,517,3.2,1.350,1983.0
17,574,18,1401,8.7,122,0.8,1447.0,1131,28.4,15,655,5.3,1.64,859,ATL,525,3.3,1.331,1984.0
48,594,23,1393,8.7,137,0.9,1439.1,1080,28.6,15,667,4.5,1.39,714,BAL,512,3.2,1.324,1984.0
40,669,30,1524,9.5,141,0.9,1442.0,1181,25.8,14,764,5.8,1.79,927,BOS,517,3.2,1.415,1984.0
36,641,27,1526,9.4,143,0.9,1458.0,1163,31.0,18,697,4.7,1.59,754,CAL,474,2.9,1.372,1984.0
19,598,22,1458,9.2,99,0.6,1434.0,1093,28.7,18,658,5.5,1.99,879,CHC,442,2.8,1.325,1984.0
43,668,35,1416,8.8,155,1.0,1454.1,1044,29.7,18,736,5.2,1.74,840,CHW,483,3.0,1.306,1984.0
25,675,17,1445,8.9,128,0.8,1461.1,1167,26.2,20,747,5.8,1.64,946,CIN,578,3.6,1.384,1984.0
21,694,27,1523,9.3,141,0.9,1467.2,1191,27.2,19,766,4.9,1.47,803,CLE,545,3.3,1.409,1984.0
19,568,30,1358,8.3,130,0.8,1464.0,1092,29.7,14,643,5.6,1.87,914,DET,489,3.0,1.262,1984.0
24,534,17,1350,8.4,91,0.6,1449.1,1086,31.3,14,630,5.9,1.89,950,HOU,502,3.1,1.278,1984.0
18,629,27,1426,8.9,136,0.8,1444.0,1058,26.9,13,686,4.5,1.67,724,KCR,433,2.7,1.287,1984.0
39,514,18,1381,8.5,76,0.5,1460.2,1152,27.5,13,600,6.4,2.07,1033,LAD,499,3.1,1.287,1984.0
13,646,22,1532,9.6,137,0.9,1433.0,1169,31.2,18,734,4.9,1.64,785,MIL,480,3.0,1.404,1984.0
32,615,35,1429,8.9,159,1.0,1437.2,1090,27.2,16,675,4.5,1.54,713,MIN,463,2.9,1.316,1984.0
19,526,21,1333,8.4,114,0.7,1431.0,1078,27.8,16,585,5.4,1.82,861,MON,474,3.0,1.263,1984.0
12,577,27,1371,8.6,104,0.6,1442.2,1137,25.2,16,676,6.4,1.79,1028,NYM,573,3.6,1.348,1984.0
15,615,20,1485,9.1,120,0.7,1465.1,1187,29.8,17,679,6.1,1.92,992,NYY,518,3.2,1.367,1984.0
15,712,35,1554,9.8,155,1.0,1430.0,1229,27.5,20,796,4.4,1.17,695,OAK,592,3.7,1.501,1984.0
11,586,17,1416,8.7,101,0.6,1458.1,1114,31.9,16,690,5.6,2.02,904,PHI,448,2.8,1.278,1984.0
27,508,11,1344,8.2,102,0.6,1470.0,1118,28.9,17,567,6.1,1.98,995,PIT,502,3.1,1.256,1984.0
13,565,22,1327,8.2,122,0.8,1460.1,1147,27.6,13,634,5.0,1.44,812,SDP,563,3.5,1.294,1984.0
26,690,40,1497,9.3,138,0.9,1442.0,1202,26.1,15,774,6.1,1.57,972,SEA,619,3.9,1.467,1984.0
9,713,34,1589,9.8,125,0.8,1461.0,1238,27.4,16,807,5.3,1.56,854,SFG,549,3.4,1.463,1984.0
19,577,25,1427,8.9,94,0.6,1449.0,1079,27.0,17,645,5.0,1.64,808,STL,494,3.1,1.326,1984.0
38,625,34,1443,9.0,148,0.9,1438.2,1158,29.2,14,714,5.4,1.67,863,TEX,518,3.2,1.363,1984.0
34,628,34,1433,8.8,140,0.9,1464.0,1147,27.8,13,696,5.4,1.66,875,TOR,528,3.2,1.339,1984.0
9,679,28,1512,9.3,134,0.8,1457.1,1221,28.8,14,781,4.8,1.21,776,ATL,642,4.0,1.478,1985.0
32,694,23,1480,9.3,160,1.0,1427.1,1136,28.9,15,764,5.0,1.40,793,BAL,568,3.6,1.435,1985.0
35,659,35,1487,9.2,130,0.8,1461.1,1177,26.8,17,720,5.6,1.69,913,BOS,540,3.3,1.387,1985.0
22,633,27,1453,9.0,171,1.1,1457.1,1089,28.3,19,703,4.7,1.49,767,CAL,514,3.2,1.350,1985.0
20,666,23,1492,9.3,156,1.0,1442.1,1139,28.4,20,729,5.1,1.58,820,CHC,519,3.2,1.394,1985.0
20,656,36,1411,8.7,161,1.0,1451.2,1146,28.7,19,720,6.3,1.80,1023,CHW,569,3.5,1.364,1985.0
24,598,14,1347,8.4,131,0.8,1451.1,1080,26.4,15,666,5.6,1.70,910,CIN,535,3.3,1.297,1985.0
24,776,43,1556,9.9,170,1.1,1421.0,1138,27.4,19,861,4.4,1.28,702,CLE,547,3.5,1.480,1985.0
31,612,23,1313,8.1,141,0.9,1456.0,1079,29.1,14,688,5.8,1.70,943,DET,556,3.4,1.284,1985.0
17,593,25,1393,8.6,119,0.7,1458.0,1120,31.4,16,691,5.6,1.67,909,HOU,543,3.4,1.328,1985.0
27,566,28,1433,8.8,103,0.6,1461.0,1143,26.1,14,639,5.2,1.83,846,KCR,463,2.9,1.298,1985.0
37,482,21,1280,7.9,102,0.6,1465.0,1069,28.0,14,579,6.0,2.12,979,LAD,462,2.8,1.189,1985.0
34,701,33,1510,9.5,175,1.1,1437.0,1099,30.3,17,802,4.9,1.56,777,MIL,499,3.1,1.398,1985.0
41,710,30,1468,9.3,164,1.0,1426.1,1006,28.1,17,782,4.8,1.66,767,MIN,462,2.9,1.353,1985.0
13,574,21,1346,8.3,99,0.6,1457.0,1102,27.5,20,636,5.4,1.71,870,MON,509,3.1,1.273,1985.0
32,514,18,1306,7.9,111,0.7,1488.0,1114,24.7,17,568,6.3,2.02,1039,NYM,515,3.1,1.224,1985.0
25,590,13,1373,8.6,157,1.0,1440.1,1084,30.9,17,660,5.7,1.75,907,NYY,518,3.2,1.313,1985.0
10,712,25,1451,9.0,172,1.1,1453.0,1181,28.9,17,787,4.9,1.29,785,OAK,607,3.8,1.416,1985.0
24,592,26,1424,8.9,115,0.7,1447.0,1227,30.2,17,673,5.6,1.51,899,PHI,596,3.7,1.396,1985.0
15,638,32,1406,8.8,107,0.7,1445.1,1161,28.5,18,708,6.0,1.65,962,PIT,584,3.6,1.377,1985.0
26,549,25,1399,8.7,127,0.8,1451.1,1073,28.2,15,622,4.5,1.64,727,SDP,443,2.7,1.269,1985.0
23,744,41,1456,9.2,154,1.0,1432.0,1146,26.1,21,818,5.5,1.36,868,SEA,637,4.0,1.462,1985.0
13,581,19,1348,8.4,125,0.8,1448.0,1150,27.7,15,674,6.1,1.72,985,SFG,572,3.6,1.326,1985.0
37,505,28,1343,8.3,98,0.6,1464.0,1084,29.0,16,572,4.9,1.76,798,STL,453,2.8,1.227,1985.0
18,715,36,1479,9.4,173,1.1,1411.2,1092,29.2,20,785,5.5,1.72,863,TEX,501,3.2,1.403,1985.0
18,532,26,1312,8.2,147,0.9,1448.0,1072,28.9,15,588,5.1,1.70,823,TOR,484,3.0,1.240,1985.0
17,629,26,1443,9.1,117,0.7,1424.2,1132,28.9,16,719,5.9,1.62,932,ATL,576,3.6,1.417,1986.0
17,687,21,1451,9.1,177,1.1,1436.2,1094,28.8,17,760,6.0,1.78,954,BAL,535,3.4,1.382,1986.0
36,625,26,1469,9.2,167,1.1,1429.2,1117,28.0,16,696,6.5,2.18,1033,BOS,474,3.0,1.359,1986.0
29,621,27,1356,8.4,153,0.9,1456.0,1014,30.3,19,684,5.9,2.00,955,CAL,478,3.0,1.260,1986.0
11,721,19,1546,9.6,143,0.9,1445.0,1132,28.5,18,781,6.0,1.73,962,CHC,557,3.5,1.455,1986.0
18,630,33,1361,8.5,143,0.9,1442.1,1089,28.1,18,699,5.6,1.60,895,CHW,561,3.5,1.333,1986.0
14,638,17,1465,9.0,136,0.8,1468.0,1119,27.9,15,717,5.7,1.76,924,CIN,524,3.2,1.355,1986.0
31,736,57,1548,9.6,167,1.0,1447.2,1255,29.8,18,841,4.6,1.23,744,CLE,605,3.8,1.487,1986.0
33,645,30,1374,8.6,183,1.1,1443.2,1113,28.9,16,714,5.5,1.54,880,DET,571,3.6,1.347,1986.0
